date,aphanizomenon,askenasia,asplanchna,asterionella,aulacoseira,bosmina,centric_diatom,ceratium,chaoborus,chlorophyte,chlorophyte_colonial_dividing,chlorophyte_elongated,chlorophyte_frame,chlorophyte_square,chroococcales,chydorus,ciliate,ciliate_big,ciliate_blue,ciliate_green,ciliate_round,closterium,coelastrum_reticulatum,coelosphaerium,coleps,collotheca,conochilus,cosmarium,cryptophyte,cyanobacteria_colonial_blue,cyanobacteria_colonial_clathrate,cyanobacteria_colonial_probably,cyanobacteria_filamentous,cyclops,daphnia,daphnia_cucullata,diaphanosoma,didinium,dinobryon,dinoflagellate_diamond,dolichospermum,eudiaptomus,fragilaria,gonium,gymnodinium,kellicottia,keratella_cochlearis,keratella_quadrata,leptodora,limnoraphis,mallomonas_akrokomos,mallomonas_big,nauplius,oocystaceae,pandorina,paradileptus,pediastrum,pennate_diatom,peridinium,phacotus,plankton_x,plankton_y,plankton_z,planktosphaeria,polyarthra,protist_like_ciliate,rhodomonas,rotifer,rotifer_long,rotifer_z,scenedesmus,snowella,staurastrum,strombidium,synchaeta,synedra,synedra_angustissima,synura,tetraedron,tintinnid,trichocerca,uroglena,vorticella_epistylis_like
2019-03-31,1.0869565217391e-05,0.0,6.304347826086949e-05,6.5217391304345e-06,2.6086956521739e-05,1.30434782608695e-05,0.00046376811594202,2.173913043478e-06,0.0,0.010130434782608699,0.00289130434782609,0.00047101449275362,1.449275362318e-05,0.00012318840579709998,7.971014492753e-05,0.0,7.2463768115942e-06,0.0,0.0006231884057971,0.0,7.2463768115942e-06,3.6231884057970004e-05,0.0,0.0,7.2463768115942e-06,0.0,1.9565217391303997e-05,0.00028260869565217004,0.0713405797101449,7.2463768115942e-06,0.0,1.449275362318e-05,0.0,0.0009326086956521749,6.5217391304348e-05,0.0,4.3478260869565e-06,7.2463768115942e-06,2.8260869565217003e-05,0.00116666666666667,0.0,0.000243478260869565,0.0,0.0,0.0013768115942029001,0.000156521739130435,2.1739130434782502e-05,5.21739130434785e-05,4.3478260869565e-06,0.0,0.00070289855072463,0.00018115942028985,0.00173695652173913,0.00093478260869564,7.2463768115942e-06,0.0,7.2463768115942e-06,0.0001159420289855,4.3478260869559996e-05,6.521739130434e-05,0.0,0.0001159420289855,0.00034782608695652003,0.0,0.000191304347826087,0.00034782608695652003,0.0126014492753623,0.0020934782608695653,0.0,0.0,0.0,0.0,0.00012318840579709998,0.0,6.5217391304345e-06,3.6231884057970004e-05,0.0,0.0,2.1739130434779998e-05,0.0,1.5217391304347501e-05,3.04347826086955e-05,4.3478260869559996e-05
2019-04-01,8.333333333333e-06,6.9444444444444405e-06,5.41666666666665e-05,1.4583333333333e-05,3.020833333333325e-05,1.04166666666665e-05,0.00036805555555554997,0.0,0.0,0.00708333333333333,0.0024722222222222203,0.00040972222222222,2.0833333333330002e-05,0.00013194444444444001,7.638888888888e-05,0.0,2.0833333333330002e-05,0.0,0.00060416666666666,0.0,0.0,1.388888888888e-05,0.0,0.0,0.0,2.083333333333e-06,1.875e-05,0.00016666666666666,0.0335833333333333,4.1666666666660004e-05,0.0,6.9444444444444405e-06,0.0,0.0009645833333333351,5.83333333333335e-05,0.0,8.333333333333e-06,0.0,4.5833333333333e-05,0.0020625,3.020833333333325e-05,0.0003708333333333335,6.25e-06,0.0,0.0017708333333333302,0.00021250000000000002,5.2083333333333506e-05,0.0001541666666666665,4.1666666666665e-06,0.0,0.00055555555555555,0.00013194444444444001,0.0014874999999999999,0.00078472222222221,2.0833333333330002e-05,6.25e-06,0.0,0.00017361111111111,3.472222222222e-05,9.027777777777e-05,0.0,9.722222222222e-05,0.00013888888888888,1.388888888888e-05,0.0001791666666666665,0.00059722222222222,0.00722916666666667,0.002241666666666665,0.0,0.0,0.0,0.0,0.00014583333333333,2.0833333333330002e-05,3.54166666666665e-05,6.9444444444444405e-06,0.0,0.0,3.472222222222e-05,6.9444444444444405e-06,1.875e-05,1.875e-05,5.555555555555e-05
2019-04-02,0.0,0.0,4.16666666666665e-05,6.25e-06,3.125e-05,1.04166666666665e-05,0.00039583333333332996,4.1666666666665e-06,0.0,0.00716666666666667,0.0022986111111111098,0.0005138888888888799,2.777777777777e-05,6.944444444444e-05,8.333333333333e-05,0.0,0.0,0.0,0.00070138888888888,0.0,6.9444444444444405e-06,5.555555555555e-05,0.0,0.0,0.0,0.0,2.083333333333e-06,0.00017361111111111,0.0433333333333333,2.777777777777e-05,0.0,2.777777777777e-05,0.0,0.0013187499999999998,0.0001166666666666665,0.0,4.1666666666665e-06,0.0,3.9583333333333e-05,0.00190277777777778,0.0,0.0002625,2.083333333333e-06,0.0,0.00138888888888889,0.00018958333333333351,2.0833333333333e-05,2.91666666666665e-05,8.333333333333e-06,0.0,0.00046527777777777003,0.00016666666666666,0.001960416666666665,0.00081249999999999,1.388888888888e-05,4.1666666666665e-06,6.9444444444444405e-06,0.00011805555555555,6.9444444444444405e-06,0.000125,0.0,8.333333333333e-05,0.00029166666666666,0.0,0.00012708333333333349,0.00035416666666666,0.00813194444444444,0.0014583333333333351,0.0,0.0,6.9444444444444405e-06,0.0,9.027777777777e-05,6.9444444444444405e-06,2.083333333333e-06,6.9444444444444405e-06,0.0,0.0,2.0833333333330002e-05,0.0,4.1666666666665e-06,2.7083333333333e-05,7.638888888888e-05
2019-04-03,6.25e-06,0.0,3.75e-05,4.1666666666665e-06,,1.25e-05,0.00040972222222222,6.25e-06,0.0,0.005902777777777779,0.00193055555555556,0.00040277777777777,1.388888888888e-05,0.00011111111111111,6.944444444444e-05,2.083333333333e-06,0.0,0.0,0.0006875,0.0,4.1666666666660004e-05,3.472222222222e-05,6.9444444444444405e-06,0.0,6.9444444444444405e-06,2.083333333333e-06,8.333333333333e-06,0.00011805555555555,0.0370416666666667,5.555555555555e-05,0.0,1.388888888888e-05,,0.00091875,7.29166666666665e-05,0.0,0.0,0.0,2.91666666666665e-05,0.0017986111111111098,,0.0003291666666666665,4.1666666666665e-06,0.0,0.00160416666666667,0.00014166666666666651,5.41666666666665e-05,0.0001166666666666665,4.1666666666665e-06,0.0,0.00043055555555555,0.00015277777777777,0.0019,0.0006319444444444299,2.777777777777e-05,0.0,0.0,0.00013194444444444001,1.388888888888e-05,6.944444444444e-05,0.0,0.000125,0.00011805555555555,6.9444444444444405e-06,0.00012708333333333349,0.00049305555555555,0.00524305555555556,0.0018354166666666649,0.0,0.0,1.388888888888e-05,0.0,0.00011805555555555,2.777777777777e-05,1.4583333333333e-05,2.777777777777e-05,2.083333333333e-06,0.0,2.0833333333330002e-05,2.777777777777e-05,1.66666666666665e-05,1.4583333333333e-05,7.638888888888e-05
2019-04-04,4.1666666666665e-06,6.9444444444444405e-06,1.4583333333333e-05,6.25e-06,6.25e-05,4.1666666666665e-06,0.00047222222222221996,2.083333333333e-06,0.0,0.00485416666666667,0.00155555555555556,0.00036111111111111,2.777777777777e-05,0.00011805555555555,3.472222222222e-05,0.0,0.0,0.0,0.00050694444444444,0.0,4.1666666666660004e-05,3.472222222222e-05,0.0,0.0,6.9444444444444405e-06,0.0,1.4583333333333e-05,0.00019444444444444,0.0187638888888889,2.0833333333330002e-05,0.0,1.388888888888e-05,0.0,0.0004958333333333335,2.29166666666665e-05,0.0,0.0,0.0,1.4583333333333e-05,0.00238888888888889,0.0,0.00020625,6.25e-06,0.0,0.00167361111111111,0.00015625,7.29166666666665e-05,0.0001666666666666665,0.0,0.0,0.00021527777777777002,8.333333333333e-05,0.001370833333333335,0.00045833333333332004,6.9444444444444405e-06,2.083333333333e-06,0.0,0.00011805555555555,4.1666666666660004e-05,8.333333333333e-05,0.0,0.00011805555555555,2.777777777777e-05,6.9444444444444405e-06,0.00011041666666666649,0.00091666666666666,0.00249305555555556,0.001552083333333335,0.0,0.0,6.9444444444444405e-06,0.0,0.00013888888888888,2.777777777777e-05,1.25e-05,2.0833333333330002e-05,0.0,0.0,3.472222222222e-05,6.944444444444e-05,1.4583333333333e-05,1.04166666666665e-05,9.722222222222e-05
2019-04-05,2.083333333333e-06,1.388888888888e-05,8.95833333333335e-05,1.04166666666665e-05,2.7083333333333e-05,1.04166666666665e-05,0.00024305555555555002,0.0,0.0,0.00502083333333333,0.0014791666666666699,0.00045138888888888,1.388888888888e-05,9.722222222222e-05,5.555555555555e-05,0.0,1.388888888888e-05,0.0,0.00054861111111111,0.0,6.9444444444444405e-06,2.777777777777e-05,0.0,0.0,6.9444444444444405e-06,0.0,1.4583333333333e-05,0.00011805555555555,0.0324166666666667,7.638888888888e-05,0.0,1.388888888888e-05,0.0,0.0009750000000000001,8.95833333333335e-05,0.0,4.1666666666665e-06,0.0,2.0833333333333e-05,0.00170138888888889,0.0,0.00035624999999999996,4.1666666666665e-06,6.9444444444444405e-06,0.00132638888888889,0.0001479166666666665,2.5e-05,5e-05,4.1666666666665e-06,2.083333333333e-06,0.00039583333333332996,0.00013888888888888,0.00265,0.0005694444444444299,1.388888888888e-05,4.1666666666665e-06,0.0,0.000125,0.0,8.333333333333e-05,0.0,0.00011805555555555,4.1666666666660004e-05,0.0,0.00016875,0.00043750000000000006,0.00413194444444444,0.00209375,0.0,0.0,0.0,0.0,0.00010416666666666,2.777777777777e-05,2.083333333333e-06,1.388888888888e-05,0.0,0.0,2.0833333333330002e-05,0.0,2.083333333333e-06,1.66666666666665e-05,2.0833333333330002e-05
2019-04-06,6.25e-06,6.9444444444444405e-06,8.33333333333335e-05,1.25e-05,2.2222222222217263e-05,1.04166666666665e-05,0.00022222222222222,0.0,0.0,0.00505555555555556,0.0011805555555555601,0.00063888888888888,3.472222222222e-05,9.722222222222e-05,3.472222222222e-05,0.0,2.0833333333330002e-05,0.0,0.0005694444444444399,0.0,6.9444444444444405e-06,6.9444444444444405e-06,0.0,0.0,6.9444444444444405e-06,0.0,8.333333333333e-06,0.00013888888888888,0.024729166666666698,4.1666666666660004e-05,0.0,1.388888888888e-05,0.0,0.001052083333333335,0.00010416666666666651,0.0,2.083333333333e-06,0.0,2.0833333333333e-05,0.00129861111111111,1.1111111111115738e-05,0.00037291666666666647,2.083333333333e-06,0.0,0.00102777777777778,0.00013125,1.66666666666665e-05,3.125e-05,6.25e-06,0.0,0.00039583333333332996,0.00013888888888888,0.0031625,0.00040277777777776005,2.777777777777e-05,0.0,0.0,0.00010416666666666,0.0,6.944444444444e-05,0.0,0.00010416666666666,2.777777777777e-05,1.388888888888e-05,0.0002020833333333335,0.00038194444444444,0.00561111111111111,0.0018104166666666648,0.0,0.0,1.388888888888e-05,0.0,7.638888888888e-05,4.1666666666660004e-05,2.083333333333e-06,6.9444444444444405e-06,0.0,0.0,1.388888888888e-05,6.9444444444444405e-06,1.4583333333333e-05,1.66666666666665e-05,3.472222222222e-05
2019-04-07,0.0,1.388888888888e-05,8.54166666666665e-05,6.25e-06,2.91666666666665e-05,8.333333333333e-06,0.00033333333333333,0.0,0.0,0.00410416666666667,0.00109722222222222,0.00038888888888888,6.9444444444444405e-06,5.555555555555e-05,1.388888888888e-05,0.0,0.0,0.0,0.00055555555555555,0.0,6.9444444444444405e-06,6.9444444444444405e-06,0.0,0.0,0.0,0.0,2.083333333333e-06,0.00018055555555555,0.0186388888888889,2.777777777777e-05,0.0,2.777777777777e-05,0.0,0.000766666666666665,0.0001541666666666665,0.0,0.0,0.0,2.0833333333333e-05,0.0014305555555555601,0.0,0.0002645833333333335,4.1666666666665e-06,0.0,0.00078472222222222,9.166666666666649e-05,1.66666666666665e-05,3.9583333333333e-05,8.333333333333e-06,0.0,0.00030555555555555,8.333333333333e-05,0.003166666666666665,0.00045138888888888,6.9444444444444405e-06,4.1666666666665e-06,0.0,7.638888888888e-05,1.388888888888e-05,5.555555555555e-05,0.0,0.00010416666666666,2.0833333333330002e-05,0.0,0.00024583333333333347,0.00020138888888888,0.00575694444444444,0.0018666666666666651,0.0,0.0,0.0,0.0,4.861111111111e-05,0.0,2.083333333333e-06,6.9444444444444405e-06,0.0,0.0,1.388888888888e-05,1.388888888888e-05,2.083333333333e-06,1.04166666666665e-05,4.1666666666660004e-05
2019-04-08,2.083333333333e-06,2.777777777777e-05,5.625e-05,6.25e-06,,4.1666666666665e-06,0.00038194444444444,2.083333333333e-06,0.0,0.00451388888888889,0.00108333333333333,0.00032638888888888003,1.388888888888e-05,0.00011111111111111,2.0833333333330002e-05,0.0,1.388888888888e-05,0.0,0.00049305555555555,0.0,1.388888888888e-05,1.388888888888e-05,6.9444444444444405e-06,0.0,0.0,2.083333333333e-06,2.083333333333e-06,0.00011805555555555,0.0216041666666667,2.777777777777e-05,0.0,0.0,,0.000654166666666665,3.75e-05,0.0,6.25e-06,0.0,1.04166666666665e-05,0.00190277777777778,,0.00020833333333333348,6.25e-06,0.0,0.0009305555555555499,0.0001125,1.875e-05,3.9583333333333e-05,6.25e-06,0.0,0.0003125,9.027777777777e-05,0.002216666666666665,0.00034027777777776997,6.9444444444444405e-06,2.083333333333e-06,0.0,0.00014583333333333,2.0833333333330002e-05,4.861111111111e-05,0.0,0.000125,1.388888888888e-05,6.9444444444444405e-06,0.00022083333333333352,0.00026388888888888003,0.0046041666666666705,0.002127083333333335,0.0,0.0,1.388888888888e-05,0.0,0.00011805555555555,3.472222222222e-05,2.083333333333e-06,6.9444444444444405e-06,4.1666666666665e-06,0.0,6.9444444444444405e-06,1.388888888888e-05,1.25e-05,1.04166666666665e-05,8.333333333333e-05
2019-04-09,6.25e-06,6.9444444444444405e-06,0.00011875,4.1666666666665e-06,,0.0,0.00019444444444444,4.1666666666665e-06,0.0,0.004180555555555561,0.00096527777777777,0.00032638888888888003,6.9444444444444405e-06,4.861111111111e-05,2.777777777777e-05,0.0,0.0,0.0,0.00055555555555555,0.0,6.9444444444444405e-06,6.9444444444444405e-06,6.9444444444444405e-06,0.0,0.0,0.0,8.333333333333e-06,0.000125,0.0236944444444444,4.861111111111e-05,0.0,0.0,,0.001052083333333335,5e-05,0.0,0.0,0.0,2.7083333333333e-05,0.00129861111111111,,0.0002916666666666665,2.083333333333e-06,0.0,0.00081944444444444,0.00018958333333333351,1.4583333333333e-05,2.5e-05,6.25e-06,0.0,0.00028472222222221996,0.000125,0.003870833333333335,0.00038888888888888003,0.0,2.083333333333e-06,0.0,0.000125,1.388888888888e-05,8.333333333333e-05,0.0,8.333333333333e-05,4.1666666666660004e-05,0.0,0.0003291666666666665,0.00015277777777777,0.0038611111111111103,0.0033125,0.0,0.0,0.0,0.0,7.638888888888e-05,2.0833333333330002e-05,1.04166666666665e-05,1.388888888888e-05,2.083333333333e-06,0.0,2.0833333333330002e-05,6.9444444444444405e-06,1.25e-05,1.875e-05,2.777777777777e-05
2019-04-10,6.25e-06,6.9444444444444405e-06,9.58333333333335e-05,6.25e-06,2.29166666666665e-05,4.1666666666665e-06,0.00025694444444443996,2.083333333333e-06,0.0,0.00432638888888889,0.00127083333333333,0.00025694444444443996,6.9444444444444405e-06,0.00011805555555555,1.388888888888e-05,0.0,6.9444444444444405e-06,0.0,0.00049305555555555,0.0,0.0,2.777777777777e-05,0.0,0.0,6.9444444444444405e-06,2.083333333333e-06,0.0,0.00018055555555555,0.029694444444444402,4.1666666666660004e-05,0.0,2.0833333333330002e-05,0.0,0.001127083333333335,6.25e-05,0.0,0.0,0.0,5.83333333333335e-05,0.00113888888888889,0.0,0.0004666666666666665,4.1666666666665e-06,0.0,0.00102083333333333,0.0001333333333333335,1.25e-05,3.3333333333333e-05,6.25e-06,2.083333333333e-06,0.00029166666666666,0.00013194444444444001,0.004952083333333334,0.0004236111111111,1.388888888888e-05,8.333333333333e-06,0.0,8.333333333333e-05,0.0,3.472222222222e-05,0.0,9.027777777777e-05,2.777777777777e-05,1.388888888888e-05,0.0003166666666666665,0.00028472222222221996,0.00540277777777778,0.0034999999999999996,0.0,0.0,1.388888888888e-05,0.0,7.638888888888e-05,4.1666666666660004e-05,4.1666666666665e-06,6.9444444444444405e-06,0.0,0.0,2.0833333333330002e-05,6.9444444444444405e-06,2.29166666666665e-05,3.3333333333333e-05,2.0833333333330002e-05
2019-04-11,1.04166666666665e-05,6.9444444444444405e-06,4.3750000000000006e-05,2.083333333333e-06,3.54166666666665e-05,6.25e-06,0.00027083333333333,0.0,0.0,0.00366666666666667,0.00092361111111111,0.00022916666666666,2.0833333333330002e-05,0.00011805555555555,2.777777777777e-05,0.0,2.0833333333330002e-05,0.0,0.00032638888888888003,0.0,0.0,1.388888888888e-05,0.0,0.0,0.0,0.0,1.66666666666665e-05,0.00013194444444444001,0.0245069444444444,2.0833333333330002e-05,0.0,6.9444444444444405e-06,0.0,0.001110416666666665,5.625e-05,0.0,0.0,0.0,3.125e-05,0.00164583333333333,0.0,0.0003166666666666665,2.083333333333e-06,0.0,0.0011805555555555601,0.0001395833333333335,3.3333333333333e-05,5.83333333333335e-05,4.1666666666665e-06,0.0,0.00025,0.00014583333333333,0.0030499999999999998,0.00031249999999999003,0.0,2.083333333333e-06,6.9444444444444405e-06,0.00016666666666666,2.0833333333330002e-05,6.25e-05,0.0,0.00010416666666666,2.777777777777e-05,1.388888888888e-05,0.0002854166666666665,0.00027777777777776997,0.0033750000000000004,0.0029375,0.0,0.0,6.9444444444444405e-06,0.0,0.00013194444444444001,4.1666666666660004e-05,1.04166666666665e-05,0.0,2.083333333333e-06,0.0,2.777777777777e-05,6.25e-05,1.04166666666665e-05,2.0833333333333e-05,6.944444444444e-05
2019-04-12,6.25e-06,6.9444444444444405e-06,3.9583333333333e-05,8.333333333333e-06,2.0833333333333e-05,2.083333333333e-06,0.00025694444444443996,0.0,0.0,0.0034930555555555596,0.00096527777777777,0.00028472222222221996,2.0833333333330002e-05,9.027777777777e-05,2.777777777777e-05,0.0,1.388888888888e-05,0.0,0.00022916666666666,6.9444444444444405e-06,6.9444444444444405e-06,0.0,0.0,0.0,0.0,0.0,4.1666666666665e-06,0.00017361111111111,0.0223402777777778,3.472222222222e-05,0.0,1.388888888888e-05,0.0,0.00105,9.79166666666665e-05,0.0,2.083333333333e-06,0.0,1.66666666666665e-05,0.00135416666666667,0.0,0.00030833333333333353,0.0,0.0,0.00084027777777777,0.00012708333333333349,3.125e-05,5.625e-05,2.083333333333e-06,0.0,0.00028472222222221996,0.00013888888888888,0.00338125,0.00036805555555554997,0.0,2.083333333333e-06,6.9444444444444405e-06,9.027777777777e-05,6.9444444444444405e-06,4.861111111111e-05,0.0,6.25e-05,6.9444444444444405e-06,0.0,0.0001916666666666665,0.00018055555555555,0.0032916666666666697,0.0028000000000000004,0.0,0.0,1.388888888888e-05,0.0,8.333333333333e-05,3.472222222222e-05,4.1666666666665e-06,0.0,0.0,0.0,2.777777777777e-05,2.0833333333330002e-05,1.04166666666665e-05,2.0833333333333e-05,0.0
